Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet,processed_tweets
9853,3,0,3,0,1,Guys say bros before hoes. I say food before dudes.,guy say bro hoe say food dude
9854,3,0,3,0,1,Guys so quick to talk shit to a bitch they would kiss ass to .,guy quick talk shit bitch would kiss ass
9855,3,1,2,0,1,Guys that struggle to get pussy are the main niggas that bad talk women. He could get more pussy if he can learn how to stfu and chill,guy struggle get pussy main niggas bad talk woman could get pussy learn stfu chill
9856,3,0,3,0,1,H8 fake bitches,fake bitch
9857,3,0,3,0,1,"HAHA &#8220;@BASEDNAFRICAN: ""If ANY of you bitches even THINK about attacking me in the elevator...."" http://t.co/cp2C1iQria&#8221;",haha bitch even think attack elevator
9858,3,0,3,0,1,HAHAHAHA I'm so happy that bitch just spilt all her coffee everywhere,hahahaha happy bitch spill coffee everywhere
9859,3,0,3,0,1,"HAHAHAHAHAHA RT ""@itslostdory: 1st i stop swimmin den i fuq ur bitch""",hahahahahaha stop swimmin den fuq ur bitch
9860,3,0,1,2,2,HBA trash,hba trash
9862,3,1,0,2,2,"HOT #ISIS SOCIAL MEDIA PHOTO: Laughing Jihadis Get Baby To Kick Severed Head &#8211; ***warning, graphic*** http://t.co/XdpSzwj6sK #lnyhbt #tgdn",hot isis social medium photo laugh jihadi get baby kick sever head warning graphic lnyhbt tgdn
9863,9,2,4,3,1,"HOT ISIS SOCIAL MEDIA PHOTO: Laughing Jihadis Get Baby To Kick Severed Head &#8211; ***warning, graphic*** http://t.co/7Zr8daxNg4 #tcot #pjnet",hot isis social medium photo laugh jihadi get baby kick sever head warning graphic tcot pjnet
9864,6,1,1,4,2,"HOT ISIS SOCIAL MEDIA PHOTO: Laughing Jihadis Get Baby To Kick Severed Head &#8211; ***warning, graphic*** http://t.co/P4MiSIV5A1 #tcot #pjnet",hot isis social medium photo laugh jihadi get baby kick sever head warning graphic tcot pjnet
9865,3,0,0,3,2,HOW &#8220;@darrenrovell: Deep Fried Sweet Tea on a graham cracker crust at State Fair of Texas (via @gravweldon) http://t.co/KVzhlmCsls&#8221;,deep fry sweet tea graham cracker crust state fair texas via
9866,6,1,5,0,1,"HYSTERICAL!! Calling BHO a monkey! #NorthKorea &lt; may be a bunch of assholes, but that comment made me belly laugh!!!",hysterical call bho monkey northkorea may bunch asshole comment make belly laugh
9867,3,1,2,0,1,Ha bill bellicheck wouldnt give an interview what a pussy!!!! Hey bill karmas a bitch!!!!!!!!,ha bill bellicheck would not give interview pussy hey bill karmas bitch
9868,3,0,3,0,1,Ha bitch,ha bitch
9869,3,0,3,0,1,Ha dat bitch in jail,ha dat bitch jail
9870,6,0,6,0,1,Ha.. Who can get the pussy quicker these days,ha get pussy quick day
9871,3,0,3,0,1,Ha.. yous a lonely hoe,ha yous lonely hoe
9872,3,0,3,0,1,Had to block that bitch. Soooo annoying&#128530;,block bitch soooo
9873,3,1,2,0,1,Had to change my shit up on u hoes,change shit u hoe
9874,3,0,2,1,1,Had to do another phone sweep! aka delete these hoes from my contacts,another phone sweep aka delete hoe contact
9875,6,0,6,0,1,Had to get that hoe shit off my TL,get hoe shit tl
9876,3,0,2,1,1,Had to touch a yung nicca up real quicc last nite &#128514;&#128514;,touch yung nicca real quicc last nite
9877,3,0,3,0,1,Had yo main bitch gettin high..,yo main bitch gettin high
9878,3,0,3,0,1,Hah a big LOL to all the tacky faggots,hah big lol tacky faggot
9879,3,1,2,0,1,Haha I'll shoot you and that bitch I guess my gun is bi,haha shoot bitch guess gun bi
9880,3,0,2,1,1,Haha Tanaka went Yankee. So sorry Bums!,haha tanaka go yankee sorry bum
9881,3,0,3,0,1,Haha a private industry birthday is needed to all who have celebrated our bday the past month I can't wait for ours! I see you nig**s lol &#128513;,haha private industry birthday need celebrate bday past month can wait see lol
9882,3,0,3,0,1,Haha bitch ass gucci,haha bitch ass gucci
9883,3,0,3,0,1,"Haha i call my girl a bitch, only cuz she calls me one &#128540;",haha call girl bitch cuz call one
9884,3,0,2,1,1,Haha macklemoore was just on my ferry boat bitches. That black caddy !,haha macklemoore ferry boat bitch black caddy
9885,3,0,2,1,1,"Haha niggah @Mig_uel04 gave up , can't keep up with me &#128540; loser !",haha niggah give can keep loser
9886,3,0,0,3,2,"Haha, Yankees fans are bent out of shape about the Hu27le graphic",haha yankees fan bent shape graphic
9887,3,0,3,0,1,Hahah its funny how all the little dumb hoes want to follow you nigga just to be all up in your ass like bitch the fuck you kreepen fo?,hahah funny little dumb hoe want follow nigga ass like bitch fuck kreepen fo
9888,3,0,3,0,1,Hahaha I see you niggah &#128064;&#128517;,hahaha see niggah
9889,3,0,3,0,1,Hahaha I'm fucking weak! RT @ImDaddyTho_: He used to abuse this pussy ...... Lmfao,hahaha fuck weak use abuse pussy lmfao
9890,3,0,3,0,1,Hahaha high school what a joke more like fake bitches an dumb niggas gather here,hahaha high school joke like fake bitch dumb niggas gather
9891,3,0,3,0,1,Hahahaa so people can't parent differently...? Twitter is fuckin trash ahahahha http://t.co/b6koSBMzBz,hahahaa people can parent differently twitter fuckin trash ahahahha
9892,3,0,2,1,1,"Hahahaaha my teacher just realed these thots. She said ""You need to stop acting ghetto cause its not cute""",hahahaaha teacher reale thot say need stop act ghetto cause cute
9893,3,0,3,0,1,Hahahaha fucking pussies @kevinlove @KingJames @cavs,hahahaha fuck pussy
9894,3,1,2,0,1,Hahahaha manziel is a faggot and the browns will ruin him. Win win for me,hahahaha manziel faggot brown ruin win win
9895,3,0,3,0,1,Hahahahaa fuckin crow looking bitch,hahahahaa fuckin crow look bitch
9896,3,0,2,1,1,"Hahahhahaa RT @PrinceBama: Your boyfriend trash ma, stop tryna convince yourself otherwise in these tweets",hahahhahaa boyfriend trash stop tryna convince otherwise tweet
9897,3,0,3,0,1,Hair pulling during sex is just a way of letting her know that her pussy is good,hair pull sex way let know pussy good
9898,3,0,2,1,1,Haley was called a raghead &amp; accused of adultery and she skyrocketed in the polls. y&#8217;all think Sheheen didn&#8217;t notice that?,haley call raghead accuse adultery skyrocket poll think sheheen notice
9900,3,0,3,0,1,Half of yall hoes anyways. So the ones with thigh gaps get a friend without em. Have a nigga fuck yall both and ask him who got better pussy,half hoe anyways one thigh gap get friend without em nigga fuck ask get well pussy
9902,6,0,6,0,1,Half these bitches be playin because but im far from a lamee,half bitch playin far lamee
9903,3,0,3,0,1,"Half these females with these twitter names like ""eat my pussy"" ain't even about that life bro..",half female twitter name like eat pussy be even life bro
9904,3,1,2,0,1,Halloween is a hoe holiday,halloween hoe holiday
9905,3,0,3,0,1,"Halloween's over, and bitches still playing roles.",halloween bitch still play role
9906,3,0,0,3,2,Hand me a brew and I'll chug it,hand brew chug
9907,3,0,3,0,1,Handicap sticker bitch I park where I want.,handicap sticker bitch park want
9908,3,0,3,0,1,Hanging out with guys does not make you a hoe,hang guy make hoe
9909,3,0,3,0,1,Hanging with daney and ari today !!! &#128556;&#128556;&#128556;&#128556; my bitches !,hang daney ari today bitch
9910,3,0,3,0,1,Hanging with my bitches I couldn't be more happy #thegoodlife,hang bitch could happy thegoodlife
9911,3,0,3,0,1,Happy 18th to these main bitches!!! Take it easy on the cigs! @aqfleck @rmusshy http://t.co/aa7z9X1KUw,happy main bitch take easy cig
9912,3,0,3,0,1,Happy Bday ya bitch you!! @Maffue,happy bday ya bitch
9913,3,0,3,0,1,Happy Birthday hoe!!! I'll always love you even if we go a year without talking bc you're petty you're still my sister&#128514;&#128149;&#10084;&#65039; @_askaboutbrandy,happy birthday hoe always love even go year without talk bc petty still
9914,3,0,3,0,1,Happy Birthday nigguh keep your blunts fat and your cups filled :) @BigDaddySniper,happy birthday nigguh keep blunt fat cup fill
9915,3,0,3,0,1,Happy Birthday to this fag! @OliviaLuu3,happy birthday fag
9916,3,2,1,0,0,Happy Columbus Day! Even #BillMaher likes #cocaine and #Columbus!!! What the fuck is wrong with you #liberals? Fuckin' #moron #retards....,happy columbus day even billmaher like cocaine columbus fuck wrong liberal fuckin moron retard
9918,3,0,2,1,1,Happy Columbus Day!!! Just be glad we wasn't usin' #weavetrip to rope the sails. SERIOUSLY THO&gt; That shit would be #wigger&gt;,happy columbus day glad usin weavetrip rope sail seriously tho shit would wigg
9919,3,0,3,0,1,Happy Easter you dirty sons a bitches! #NFG #WGE #FindTheEggs #EggsAreInHerAss http://t.co/pNQLgWzNd3,happy easter dirty son bitches nfg wge findtheeggs eggsareinherass
9920,3,0,3,0,1,Happy Friday bitches #kimorablac http://t.co/SKpKf0fGNe,happy friday bitch kimorablac
9921,3,0,2,1,1,Happy bday @wizkhalifa I love you my nigguh #livingLegend,happy bday love nigguh livinglegend
9922,3,1,2,0,1,Happy birthday @Anastacia_Cole I love you faggot,happy birthday love faggot
9923,3,0,0,3,2,Happy birthday bird! @codyflitcraft,happy birthday bird
9924,3,0,3,0,1,Happy birthday bitch &#128526;@THEalexflores10 http://t.co/2fBKhkQiJa,happy birthday bitch
9925,4,1,2,1,1,Happy birthday fag @collin_geer love ya,happy birthday fag love ya
9926,6,0,6,0,1,Happy birthday little bitch boy @Digo13Nieto &#128522;&#127881;&#127882;,happy birthday little bitch boy
9927,3,0,3,0,1,Happy birthday nig @Khyzzer1 ! Miss your black ass &#128514;&#128526; #TU,happy birthday nig miss black ass tu
9928,3,0,3,0,1,Happy birthday pops aka old negro spiritual aka the man who said I was an accident. 64 never looked so&#8230; http://t.co/Igq8v6RIHH,happy birthday pop aka old negro spiritual aka man say accident never look
9929,3,0,2,1,1,Happy birthday to literally the craziest bitch I know @jdellasperanza I'm so happy I'm related to u &#128540;,happy birthday literally crazy bitch know happy relate u
9930,3,0,3,0,1,Happy birthday to my bitch. @PaaullyM I had to tow is botch ass car... Love you cuz,happy birthday bitch tow botch ass car love cuz
9931,6,0,0,6,2,Happy birthday to my pops. Old negro spiritual is 64 today lol,happy birthday pop old negro spiritual today lol
9932,3,1,2,0,1,Happy birthday to the biggest retard out there. Youre my favorite retard though @jennahnorberg happy birthday nigs,happy birthday big retard favorite retard though happy birthday nig
9933,3,2,1,0,0,Happy birthday to this coon ass nigga buckcity @ThatLatsonKidd,happy birthday coon ass nigga buckcity
9934,3,2,1,0,0,Happy first day of college nigger @MorbidMermaid,happy first day college nigger
9935,3,0,0,3,2,Happy hangover #Bloomington #btown #iubb #IU #Indiana #hoosierdaddy #HoosierNation #hoosiers the resurrection is now complete. #ncaa #big10,happy hangover bloomington btown iubb iu indiana hoosierdaddy hoosiernation hoosier resurrection complete ncaa
9936,3,0,3,0,1,Happy this nigga nick old I only like red bones ass is watching this.,happy nigga nick old like red bone ass watch
9937,3,0,3,0,1,Hardly ever sober bitch I party till it's over.,hardly ever sober bitch party till
9938,3,0,1,2,2,Harlem World trash? Interesting.,harlem world trash interesting
9939,3,0,3,0,1,Harry must thincc I'm the bitch he can fall Bacc on ah sum &#128514;&#128557; Boi BYEEEEE &#128075;&#9995;&#9996;&#65039;,harry must thincc bitch fall bacc ah sum boi byeeeee
9940,6,0,4,2,1,Harvard got the worst hoes cheerleading in America,harvard get bad hoe cheerleading america
9941,3,0,0,3,2,Has anyone ever purchased baseball field dirt? I really want dirt from @Yankees Stadium for my grandfather's grave. #weirdtweets,anyone ever purchase baseball field dirt really want dirt stadium grandfather grave weirdtweet
9943,3,0,3,0,1,Hate a bitch that's always in some mess,hate bitch always mess
9944,3,0,2,1,1,"Hate a hoe that think relationships are seasonal.. ""Winter comin, Let me get me a boyfriend"".. Sound dumb as hell..",hate hoe think relationship seasonal winter comin let get boyfriend sound dumb hell
9945,3,0,3,0,1,"Hate aw they ""gym"" cunts in ma year, I'd rather eat like a pig and drink like I've got a problem",hate aw gym cunt year rather eat like pig drink like get problem
9946,3,1,2,0,1,Hate dat hoe,hate dat hoe
9947,3,0,3,0,1,Hate on what bitch http://t.co/QzTnw6cdKi,hate bitch
9948,3,1,2,0,1,Hate that bitch RT @NYSAnimal Ray Donovan's wife is pissing me off,hate bitch ray donovan wife piss
9949,3,2,1,0,0,Hate this dyke,hate dyke
9950,4,0,4,0,1,Hate when I'm in a girl city call her then she call back after I'm on the plane bitch FOH,hate girl city call call back plane bitch foh
9951,3,1,2,0,1,Hate when bitches get boyfriends then forget all about you like you wasn't there before they got together,hate bitch get boyfriend forget like get together
9952,3,1,2,0,1,"Hate when bitches talk like they rey fuck your brains out then be like ""im just filrting"" lmao fuck u bitch",hate bitch talk like rey fuck brain like filrte lmao fuck u bitch
9953,6,0,6,0,1,"Hate when bitches tryna put you in the friendzone...bitch I'm tryna score, put me in the end-zone",hate bitch tryna put friendzone bitch tryna score put end zone
9954,3,1,2,0,1,Hate when bitches with long hair decide to get a haircut. Nothin good ever comes out of that,hate bitch long hair decide get haircut nothin good ever come
9955,3,0,3,0,1,Hate when hoes try to lead u on naw like lil bitch im coool,hate hoe try lead u naw like lil bitch coool
9956,3,0,3,0,1,Hate when my hoes get out here an start actin single smh. #DezHoesAintLoyal @bbuff30 @SophieFairman1,hate hoe get start actin single smh dezhoesaintloyal
9957,3,0,3,0,1,Hating on me? Then bitch what's good?,hate bitch good
9958,3,0,2,1,1,Hats off to all hoodrat chicks from the ghetto who have anxiety attacks at formal events,hat hoodrat chick ghetto anxiety attack formal event
9959,3,0,0,3,2,Have they seen Planet of the Apes &#8220;@WhatTheFFacts: Brazil has the highest number of monkey species of any nation in the world with 116.&#8221;,see planet ape brazil high number monkey specie nation world
9960,3,2,1,0,0,Have you Eva asked a nicca where dey got sum fake designer frm,eva ask nicca dey get sum fake designer frm
9961,3,0,1,2,2,"Have you ever popped champagne on a plane, while gettin some brain 
Whipped it out, she said ""I never seen Snakes on a Plane""",ever pop champagne plane gettin brain whip say never see snake plane
9962,3,0,3,0,1,Have you ever slapped a bitch for giving you a big hickey #wiggy #wiggy #wiggy,ever slap bitch give big hickey wiggy wiggy wiggy
9963,3,0,3,0,1,"Have you ever thought a bitch was wet as fuck, but woke up the next morning &amp; realized that she was just on her period?",ever think bitch wet fuck wake next morning realize period
9964,3,0,2,1,1,"Have you heard &#8216;guala shit Featuring: chase-da-doe,r.o.m.e.,and the boy big&#8217; by Joseph Chase Rinche on #SoundCloud? https://t.co/OOGNA1zNcR",hear shit feature chase da doe boy joseph chase rinche soundcloud
9965,3,0,0,3,2,Have you hugged a wacko-bird today?,hug wacko bird today
9966,3,1,0,2,2,Have you noticed all the ghetto people naming their kids after cars? Mercedes&#8230; Lexus&#8230; Repossessed.,notice ghetto people name kid car repossess
9967,3,0,3,0,1,Haven't talked to my bitch in a while lol. @RynoLewis,talk bitch lol
9968,3,0,3,0,1,"Having ""them hoes"" gets old, well it has gotten old already.",hoe get old well get old already
9969,3,1,2,0,1,"Having a 'new boyfriend' every month doesn't mean you're gorgeous.... It means you're easy, and retarded.",new boyfriend every month mean gorgeous mean easy retarded
9970,3,0,3,0,1,Having a bitch ain't goofy. Having bitch dat ain't loyal is,bitch be goofy bitch dat be loyal
9971,3,1,2,0,1,Having a bitch come in handy during times like this &#128533;,bitch come handy time like
9972,3,1,2,0,1,"Having hoes not cool, That one will be better than all them thots",hoe cool one well thot
9973,3,1,2,0,1,Having sex with a guy wont keep him around for you dumb hoes who think that. Theres plenty pussy. Just gotta have a guy who wont give in,sex guy will not keep around dumb hoe think plenty pussy get to guy will not give
9974,3,0,3,0,1,"Having spent the whole of catching fire telling the bitch next to me to put her phone away, I am now battling the masses so I can buy milk",spend whole catch fire tell bitch next put phone away battle masse buy milk
9975,6,0,6,0,1,Hayfever is a cunt,hayfever cunt
9976,3,1,2,0,1,Hazel e looks like a bird... Her and kaep prolly related by nose and shit,hazel e look like bird kaep prolly relate nose shit
9977,3,0,0,3,2,Hazlenut coffee and graham crackers every morning &#128525;&#128588;&#128152;,hazlenut coffee graham cracker every morning
9978,3,0,2,1,1,He a hoe fa that RT @AC_Hussle: Incredible vagina is rarely ever attached to an incredible woman. God has a weird sense of humor.,hoe fa incredible vagina rarely ever attach incredible woman god weird sense humor
9979,3,2,1,0,0,"He ain't shit girl, &#128175;he a bitch made nigga !",be shit girl bitch make nigga
9980,3,0,3,0,1,"He be like ""bitch dontouch my braids""",like bitch dontouch braid
9981,3,1,2,0,1,He better choose up cuz ain't No Bitch checcin a nigga that she don't Fw for being wit other bitches...that don't even sound right &#9995;&#128514;&#128564;,well choose cuz be bitch checcin nigga fw wit bitch even sound right
9982,3,0,3,0,1,He bring the hoes out on twitter nigga got magical powers RT @thisisyoungdj: Who is @DJZeeti?,bring hoe twitter nigga get magical power
9983,3,0,3,0,1,He called me a bitch. And he said he was changing? Do you call that changing? I don't think so. How about you go fuck yourself. #pissed,call bitch say change call change think go fuck piss
9984,3,0,3,0,1,He called me just to say he was deleting my number.... bitch please.,call say delete number bitch please
9985,6,1,5,0,1,"He could be right... any hoe they had in the 11wd, niggas from the hood RAN thru em....",could right hoe niggas hood run thru em
9986,3,0,3,0,1,He did dat headband shit on purpose .. Now the whole spurs team fuckin up lookin at this weird lookin nicca,dat headband shit purpose whole spur team fuckin lookin weird lookin nicca
9987,3,1,2,0,1,"He died for a reason RT @ShyThugg: ""@viaNAWF: I didn't follow you back cuz you fat, bitch. Foh large hoe."" Jesus ain't pleased fam",die reason follow back cuz fat bitch foh large hoe jesus be pleased fam
9988,3,0,3,0,1,He does! Lmao RT @BreesInDaCut: Sean Payton been had hoes RT @MrPOONsoaker: Lol http://t.co/pTD5rApZtD,lmao sean payton hoe lol
9989,6,0,6,0,1,"He doesnt like you, ya stupid bitch. He likes ur vag. Idiot haha. #goingtogethurtagain",not like ya stupid bitch like ur vag idiot haha goingtogethurtagain
9990,6,0,6,0,1,He don't even follow his bitch &#128514;,even follow bitch
9991,3,0,0,3,2,He gets this bratty attitude from Brittany .... and its for the birds.,get bratty attitude brittany bird
9992,6,0,6,0,1,"He got Channing Tatum as his bitch,I'm out",get channe tatum bitch
9993,9,2,7,0,1,He got a cousin named jason that rock da Gary Payton....now da same triflin' bitches an HIV patient,get cousin name jason rock da gary payton da triflin bitch hiv patient
9994,3,0,3,0,1,He got hoes for sell! Shop with him! #lmfao #TrekGang http://t.co/iuCM6OEVy3,get hoe sell shop lmfao trekgang
9995,6,0,6,0,1,He has hickeys on him an its like yeah bitches that's mine and he's like not even trying to hide them. Makes me feel good about life.,hickey like yeah bitch mine like even try hide make feel good life
9996,3,0,3,0,1,"He hit me with "" if I tell you who I'm fucking you can't say shit bitch, but her head game on point "" #RNS",hit tell fucking can say shit bitch head game point rn
9997,3,0,2,1,1,He is really on my line singing negro spirituals..!!,really line singe negro spiritual
9998,3,0,3,0,1,He lucky he got a bitch that knows how to cook &amp;&amp; clean &amp; wash everything,lucky get bitch know cook clean wash everything
9999,6,0,0,6,2,He may be the President but that doesn't necessarily mean he's in the sole position of power in regard to making such decisions.,may president necessarily mean sole position power regard make decision
10000,3,0,3,0,1,"He needs too! We win titles when he smacks hoes! RT @mnymknmich: Big Ben gone smack ""another"" hoe after this lost &#128514;&#128514;&#128514; sorry @VonshayeB",need win title smack hoe big ben go smack another hoe lose sorry
10001,3,0,0,3,2,"He never replied to my asking about his calling me a ""redneck"" @gigg423 @psherm07 @EchoesErrant @jstines3",never reply ask call redneck
10002,4,0,4,0,1,He only favorites your tweet about him to keep his other hoes happy,favorite tweet keep hoe happy
10003,3,0,3,0,1,He prolly gone laugh n say this bitch crazy &#128514;&#128514;,prolly go laugh n say bitch crazy
10004,3,0,3,0,1,He pussy whipped without getting the pussy #RARE &#8220;@iTakeOverTLs: @PAPER_CHAYSIN Lmao he gotta snap out of it&#8221;,pussy whip without get pussy rare lmao get to snap
10005,3,1,2,0,1,He run his mouth just like a bitch I had to cut em off,run mouth like bitch cut em
10006,3,0,3,0,1,He said bitch boy &#128514;,say bitch boy
10007,3,0,0,3,2,He said capri-sun and zebra cake&#128514;,say capri sun zebra
10008,3,0,3,0,1,He said get up bitch... That's not PG #FROhorsemen,say get bitch pg frohorseman
10009,3,0,3,0,1,He said soul patch bitch ..!!! Lmaoooo,say soul patch bitch lmaoooo
10010,3,0,3,0,1,He said that bitch look like a praying mantis tho ctfu,say bitch look like pray mantis tho ctfu
10011,3,0,3,0,1,"He said we gon be paying a bitch rent, I'm not even tryna buy her an extra sweet and sour sauce at McDonalds",say gon pay bitch rent even tryna buy extra sweet sour sauce mcdonald
10012,3,0,0,3,2,He so trash RT @yusufyuie Cary Williamsc GOT CARRIED lol,trash cary williamsc get carry lol
10013,3,0,3,0,1,He sound like a bitch,sound like bitch
10014,3,0,3,0,1,He trash in concert anyways. RT @akelvoneal: Dude y'all fraud as hell if y'all go to J.Cole concert and you don't fw his music.,trash concert anyways dude fraud hell go concert fw music
10016,3,0,2,1,1,He was talking about I'm on one lol. How was that even possible when I was on a cruise ship with no phone service negro?,talk one lol even possible cruise ship phone service negro
10017,3,0,3,0,1,He went and got that bitch!!,go get bitch
10018,3,0,3,0,1,He's a bitch.,bitch
10019,3,0,1,2,2,He's a pretty damn good actor. But as a gay man it's awesome to see an openly queer actor given the lead role for a major superhero film.,pretty damn good actor gay man awesome see openly queer actor give lead role major superhero film
10020,3,0,3,0,1,"He's bitch keep looking at me

She choosing or nah?",bitch keep look choose nah
10021,3,0,3,0,1,He's going to be someone's bitch &#8220;@_Griot_: He bought to catch hell in cell block D. They fuck up men who are rapist and child molesters.&#8221;,go someone bitch buy catch hell cell block fuck man rapist child
10022,3,0,3,0,1,He's like 30 something year old talking back to my mom &amp; taking my uncles truck without permission like bitch you need to fucken relax !,like something year old talk back mom take uncle truck without permission like bitch need fucken relax
10023,3,0,3,0,1,He's making sure if it's ok for the bitches http://t.co/wE7OBTKetB,make sure ok bitch
10024,3,0,0,3,2,He's trash tho &#8220;@_dimejii: Its 10 Million Naira If You Want Me On Your Song &#8211; Wizkid http://t.co/Nsxaacj4jG via @naijaxclusive&#8221;,trash tho million naira want song wizkid via
10025,3,0,0,3,2,He's trash. &#8220;@jlojpg: @TRAPGURLRON he said he's not doing collabs for anything less than 10 mil naira like booyyyyyy &#128514;&#8221;,trash say collab anything less mil naira like booyyyyyy
10026,3,0,3,0,1,Headed straight to the top bitch.,head straight top bitch
10027,3,0,0,3,2,"Hear the birds on the summer breeze, I drive fast",hear bird summer breeze drive fast
10028,3,0,3,0,1,Heard I fuck with them bitches &#128530;&#128545;&#128074;&#128080;&#9996;&#65039; Now you mad tripping &#128581;&#128554;&#9996;&#65039;,hear fuck bitch mad tripping
10029,3,0,3,0,1,Heard some good news today and all I gotta say is karma is a bitch &#128521;&#128139;&#9996;&#65039;,hear good news today get to say karma bitch
10030,3,2,1,0,0,Heard that bitch gtta thang for them boss niggas,hear bitch gtta thang boss niggas
10031,3,0,3,0,1,"Heard them haters talking, I heard them bitches fucking.. I must be doing something right",hear hater talk hear bitch fucking must something right
10032,3,0,3,0,1,Heard you gotta new bitch. See ya postin' up thinkin' that it's making me sick.,hear get to new bitch see ya postin thinkin make sick
10033,3,1,2,0,1,Heartless ass niggah,heartless ass niggah
10034,3,0,3,0,1,Heartless ass niggah &#128513; but who isn't now Adays ?,heartless ass niggah aday
10035,3,0,3,0,1,Heat bitches!!!!!!!!!!!,heat bitch
10036,3,1,2,0,1,"Heeellllooo ""@__AyooBreezy: If a bitch keep hitting your nigga phone... It's because he's still entertaining her &#128175;""",heeellllooo bitch keep hit nigga phone still entertain
10037,3,0,3,0,1,Helga was a bitch.... And for what reason.? #HeyArnold,helga bitch reason heyarnold
10038,3,0,3,0,1,Hell I believe you too!RT @DaRealQuitaM: @VonshayeB lol I still look good I'm smaller than half these hoes,hell believe lol still look good small half hoe
10039,3,0,3,0,1,Hell naw we don't fuck wit no phonies you can tell yo bitch we some young rich homies!,hell naw fuck wit phony tell yo bitch young rich homie
10040,3,0,3,0,1,Hell yeah that bitch gon' go ham,hell yeah bitch gon go ham
10041,3,0,3,0,1,"Hell yuhh they hit haha s/o ma nigga,
gmula! Cheweing one takes a chug, then sniffey",hell yuhh hit haha nigga gmula chewee one take chug sniffey
10042,3,0,3,0,1,Hella hoes,hella hoe
10043,3,0,0,3,2,Hella just ordered me some beanies,hella order beanie
10044,6,0,1,5,2,"Hello American people, my name is Eric Cantor and I am a lying piece of bird poo http://t.co/qJyuw4ox0O",hello american people name eric cantor lie piece bird poo
10045,3,0,3,0,1,"Hello October, you irrelevant bitch you no worries November coming &#128076;",hello october irrelevant bitch worry november come
10046,3,1,2,0,1,"Hello new followers. I am anime loving nigger who is too poor to afford a laptop, resulting in being a mw3 theater player for Darth.",hello new follower anime love nigger poor afford laptop result theater player darth
10047,6,0,6,0,1,"Hello, and to them bitches!!!!! ""@WitHaPrettyface: I just want him to keep them lies to his self..&#128524;&#128080;""",hello bitch want keep lie self
10048,3,0,3,0,1,Help me speed up the process of fucking your bitch..feel me?,help speed process fuck bitch feel
10049,3,0,0,3,2,"Her excuse is ""when I die u can have all my gold."" I don't even like yellow gold anymore. I gave her all of mine.",excuse die u gold even like yellow gold anymore give mine
10050,3,0,3,0,1,Her pussy clean but she dance dirty..,pussy clean dance dirty
10051,3,0,3,0,1,Her pussy so good like I left something,pussy good like leave something
10052,3,0,3,0,1,Her pussy sweeter then some fresh fruit &#128527; she gushin I drink the best juice &#128166;,pussy sweet fresh fruit gushin drink good juice
10053,3,0,3,0,1,Her pussy wet I call it Fiji water,pussy wet call fiji water
10054,3,0,3,0,1,"Here I go! Welcome to the titty show. Typa ass i see in a video. When I fuck, nut in you like a silly hoe. http://t.co/MsFzie1MAE",go welcome titty show typa ass see video fuck nut like silly hoe
10055,3,1,2,0,1,Here some kimora boobies for you &#128139; &#128298; this is how unlock before I slice a bitch. #kimorablac&#8230; http://t.co/xGb0Th91LJ,kimora booby unlock slice bitch
10056,3,0,3,0,1,Here this bitch go ... Lol,bitch go lol
10057,3,0,3,0,1,Here this nigga go RT @ZigzagsxKush: Damn dark skinned hoes be havin all that ass but be lookin like pokemons &#128553;&#128555;,nigga go damn dark skinned hoe havin ass lookin like pokemon
10058,3,0,0,3,2,Here we go brownies here we go! WOOF WOOF!,go brownie go woof woof
10059,6,0,6,0,1,Here we go this fat bitch started talking and now will never stop,go fat bitch start talk never stop
10060,3,0,3,0,1,Here yall hoes go dicc ridin&amp; shit,hoe go dicc ridin shit
10061,3,0,3,0,1,Heres a thought you dont have a valentine bc your a mean ugly bitch haha,here thought not valentine bc mean ugly bitch haha
10062,3,0,1,2,2,Hey @DreamShakeSBN fans. If anyone is wondering what the yellow tab on the back of the collar for - it's for teams that have won a champion,hey fan anyone wonder yellow tab back collar team champion
10063,3,2,1,0,0,"Hey @RSherman_25 you're a nigger #racismisaliveandwellbro , learn from other blacks in the league on how to conduct yourself",hey nigger racismisaliveandwellbro learn black league conduct
10064,3,0,0,3,2,Hey @Yankees fans is this a good score ? #lookingformore http://t.co/HLQAl7cIGf,hey fan good score lookingformore
10065,3,0,3,0,1,Hey @ups dis angry white man @thatUPSdude called me a nigger when I didn't answer da door on time. He ain't fit to be delivering pizzas,hey dis angry white man call nigger answer da door time be fit deliver pizza
10066,3,0,2,1,1,Hey Okrah... Just wake up already. You already know Bammy and Moochie are in it for the commies. Stop with the racist whitey hate crap.,hey okrah wake already already know bammy moochie commie stop racist whitey hate crap
10067,3,0,3,0,1,Hey bitch..Adam showed up..bring more beer.,hey bitch adam show bring beer
10068,3,0,2,1,1,Hey bitches I'll be in IC tonight so dial the digits &#128527;,hey bitch ic tonight dial digit
10069,3,0,0,3,2,"Hey everybody,
The White Iron Band plays this Saturday(12-11-10) on the Slopes of Lutsen,MN at Papa Charlie&#8217;s(21+). Going to be a real...",hey everybody white iron band play slope lutsen mn papa go real
10070,3,0,0,3,2,"Hey if I stir a Spider, Rockstar, and Monster together and chug it, would I /definitely/ be hospitalized or just maybe? Asking for a friend",hey stir spider rockstar monster together chug would hospitalize maybe ask friend
